filename,lyrics,genre
blues.00010.txt,oh littl girl look good hey littl girl look good im lone boy babi lookin someon love went san anton california got babi feel lone boy didnt find nobodi babi even talk that im ask babi pleas nice caus im lone boy babi look someon love walk tavern seat everybodi wa gay fun sat babi look face first thing said littl girl wa one said ohh oh babi got eye ,blues
blues.00011.txt,serf right suffer serf right alon serf right suffer serf right alon your still livin day done pack gone everi time see woman make think everi time see woman make think that that that cant keep cri doctor put milk cream alcohol doctor put milk cream alcohol told that cant sleep night your nerv bad yeah everi time see woman make think everi time see woman make think treat bad couldnt keep cri life never your still live day done pack gone memori cant live way past day gone ,blues
blues.00012.txt,went crossroad fell knee went crossroad fell knee ask lord merci save poor bob pleas yeoo standin crossroad tri flag ride ooo eeee tri flag ride didnt nobodi seem know babe everybodi pa standin crossroad babi risin sun goin standin crossroad babi eee eee risin sun goin believ soul poor bob sinkin run run tell friend willi brown run run tell friend willi brown got crossroad blue mornin lord babe sinkin went crossroad mama look east west went crossroad babi look east west lord didnt sweet woman oh well babe distress ,blues
blues.00013.txt,feel lonesom hear moan feel lonesom hear moan drivin terraplan sinc gone id said ill flash light mama horn wont even blow somebodi runnin batteri machin even flash light mama horn wont even blow got short connect hoo well babe way im goin heist hood mama im bound check oil im goin heist hood mama im bound check oil got woman im lovin way arkansa know coil aint even buzzin littl gener wont get spark motor bad condit gotta batteri charg im cryin pleas pleas dont wrong drivin terraplan sinc gone mr highway man pleas dont block road pleas pleas dont block road caus she reachin cold one hundr im book got go yoo hear weep moan drivin terraplan sinc gone im gon get connect keep tanglin wire im gon get connect oh well keep tanglin wire mash littl starter spark plug give fire ,blues
blues.00014.txt,,blues
blues.00015.txt,mmm mmm mmm mmm mmm mmm mmm mmm mmm mmm mmm mmm mmm mmm mmm mmm mmm mmm mmm mmm better come kitchen hey goin rainin outdoor ah woman love took best friend joker got lucki stole back better come kitchen hey goin rainin outdoor ah ah she gone know wont come back ive taken last nickel nation sack better come kitchen hey goin rainin outdoor oh cant hear wind howl oh cant hear wind howl better come kitchen hey go rainin outdoor woman get troubl everybodi throw look good friend none found better come kitchen hey go rainin outdoor winter time comin gon slow cant make winter babe that dri long better come kitchen caus go rainin outdoor ,blues
blues.00016.txt,last fair deal gone last fair deal gone last fair deal gone good lord gulfport island road ida bell dont cri time ida bell dont cri time cri bout nickel die bout dime wouldnt cri money wont mind love way love way love way good lord gulfport island road captain mean captain mean captain mean good lord gulfport island road take camp babi sing camp babi sing let camp babi sing good lord gulfport island road ive last fair deal gone last fair deal gone last fair deal gone dear lord gulfport island road im work way back home im work way back home im work way back home good lord gulfport island road thing dont keep ring soon thing dont keep ring soon thing dont keep ring soon good lord gulf port island road ,blues
blues.00017.txt,send babi dont come send babi man dont come doctor hot spring sure cant help none get unruli think dont wan get unruli think dont wan take cut half two got special believ light got special believ light got got make cap alright send babi man dont come send babi man dont come doctor hot spring sure cant help none im gonna shoot pistol gonna shoot gatl gun im gonna shoot pistol gotta shoot gatl gun made love man come ahoh babi stay last night ahah babi stay last night got hair tangl aint talk right special boy well special boy well got aburn send babi man dont come send babi man dont come doctor wisconsin sure cant help none hey hey babi stay last night hey hey babi stay last night didnt come home sun wa shine bright ahoh boy cant take rest ahoh boy cant take rest lay breast ,blues
blues.00018.txt,got kind heart mama anyth world got kind heart mama anyth world evilheart woman man let love babi babi dont love love babi oooh babi dont love realli love woman cant stand leav aaint one thing make mister johnson drink worri bout treat babi begin think oh babe life dont feel break heart call mister soandso name she kindheart woman studi evil time she kindheart woman studi evil time well kill mind ,blues
blues.00019.txt,possess judgment day possess judgment day lord littl woman im love wouldnt right pray went mountain look far eye could see went mountain look far eye would see man got woman lonesom blue got roll tumbl cri whole night long roll tumbl cri whole night long boy woke morn biscuit roller gone fold arm slowli walk away didnt like way done fold arm slowli walk away said mind yo troubl gon come day run babi set knee run babi set knee wanna tell way treat ,blues
blues.00020.txt,mmmmm mmmmm mornin ah blue walkin like man mornin ah blue walkin like man worri blue give right hand blue fell mama child tore upsid blue fell mama child tore upsid travel poor bob cant turn round blue lowdown shakin chill ye preach em mmmmm mmmmm lowdown shakin chill aint never em hope never well blue achin old heart diseas gon tell blue lowdown achin heart diseas like consumpt kill degre studi rain oh oh drive oh oh drive blue studyin rain im drive blue away goin stilry1 stay day ,blues
blues.00021.txt,got good friend stay right side got good friend stay right side give spare time love treat right mistreat babi cant see reason mistreat babi cant see reason everi time think wring hand cri wonder could bear apolog would sympath mmm mmm mmm would sympath she brown skin woman sweet girl friend mmm mmm babe may right ay wrong babi yowhi opinion oh may right ay wrong watch close friend babi enemi cant harm got good friend stay right side got good friend stay right side give spare time love treat right ,blues
blues.00022.txt,rambl mind got ramblin got rambl mind got ramblin got ramblin mind hate leav babi treat unkind got mean thing got mean thing mind littl girl littl girl got mean thing mind hate leav babi treat unkind ,blues
blues.00023.txt,got stone passway road seem dark night got stone passway road seem dark night pain heart taken appetit bird whistl bird sing bird whistl bird sing woman im love boy dont mean thing enemi betray overtaken poor bob last enemi betray overtaken poor bob last ere one thing certainli stone pa tri take life love laid passway tri im cri pleas pleas let u friend hear howl passway rider pleas open door let ive got three leg truck home boy pleas dont block road ive got three leg truck home boy pleas dont block road ive feel asham rider babe im book got go ,blues
blues.00024.txt,man get person want fun man get person want fun come back friar point mama barrelhous night long got woman vicksburg clean tennesse got woman vicksburg clean tennesse friar point rider hop aint gon state color front teeth crown gold aint gon state color front teeth crown gold got mortgag bodi lien soul lord im go rosedal gon take rider side lord im go rosedal gon take rider side still barrelhous babi caus riversid squeez lemon til juic run til juic run leg babi know im talk squeez lemon til juic run leg that im talk bout im go back friar point rock head ,blues
blues.00025.txt,tell milk cow earth wrong ooo ooo eee milk cow earth wrong littl calf hoo hoo milk turnin blue calf hungri believ need suck calf hungri hoo hoo believ need suck milk turnin blue hoo hoo believ outta luck feel like milkin cow wont come feel like churnin milk wont turn im cryin pleas pleas dont wrong see milk cow babi nowhow pleas drive home milk cow ramblin hoo hee mile around milk cow ramblin hoo hoo mile around well suck man bull cow hoo hoo strang man town ,blues
blues.00026.txt,earli mornin knock upon door earli mornin whoooo knock upon door said hello satan believ time go devil wa walkin side side devil whoooo wa walkin side side im go beat woman get satisfi said dont see would dog round babi know aint doin right dontcha say dont see whoooo would dog round musta old evil spirit deep ground may buri bodi highway side babi dont care buri bodi im dead gone may buri bodi whoooo highway side old evil spirit get greyhound bu ride ,blues
blues.00027.txt,got keep movin got keep movin blue fallin like hail blue fallin like hail umm mmm mmm mmm blue fallin like hail blue fallin like hail day keep worryin hellhound trail hellhound trail hellhound trail today wa christma eve today wa christma eve tomorrow wa christma day today wa christma eve tomorrow wa christma day aw wouldnt time babi would need littl sweet rider pa time away huh huh pa time away sprinkl hot foot powder mmm mmm around door around door sprinkl hot foot powder around daddi door hmm hmm hmm keep ramblin mind rider everi old place go everi old place go tell wind risin leaf tremblin tree tremblin tree tell wind risin leaf tremblin tree hmm hmm hmm mmm need littl sweet woman keep compani hey hey hey hey compani ,blues
blues.00028.txt,man get person want fun man get person want fun come back friar point mama barrelhous night long got woman vicksburg clean tennesse got woman vicksburg clean tennesse friar point rider hop aint gon state color front teeth crown gold aint gon state color front teeth crown gold got mortgag bodi lien soul lord im go rosedal gon take rider side lord im go rosedal gon take rider side still barrelhous babi caus riversid squeez lemon til juic run til juic run leg babi know im talk squeez lemon til juic run leg that im talk bout im go back friar point rock head ,blues
blues.00029.txt,well met well met said old true love well met well met said ive return salt salt sea love thee come come old true love seat three fourth long long year sinc togeth cant come cant sit moment time say marri hous carpent heart never mine yet could marri king daughter dear im sure shed marri ive forsaken crown gold love thee forsaken hous carpent go along ill take grass grow green bank deep blue sea pick littl babe kiss gave three say stay right darl littl babe keep papa compani hadnt ship two week im sure wa three til true love began weep moan weep bitterli say weep silver gold weep silver store weep hous carpent whose face youll never see im weep silver gold im weep store weep darl littl babe whose face ill never see hadnt ship three week im sure wa four til sprung leak bottom ship sunk never rise ,blues
blues.00030.txt,drum still play see march close walk like shadow danc like ghost one look like jimmi lord scare river rat jimmi jehosophat play boyhood mumblypeg six inch bowi blade top redw kicker muddi slipperi grade fever pitch savannah grand daddi lay river rat jimmi jehosophat littl jimmi ghosti face ate kitchen floor caus womanmum threw dinner plate drunken dad door would cop beer close eye soar river rat jimmi jehosophat shout revel boychild man ten never look heaven lord wa heaven wrap bloodi finger like shineey mister zen river rat jimmi jehosophat sholi sholi neither u knew whod pop would sink lake would run fast enough bow string would break man wa cri tomorrow cri shake river rat jimmi jehosophat ,blues
blues.00031.txt,one cold summer night salli slip away door left open wide word say hard luck took toll cant blame none today might tomorrow knew better fare girl home hope settl life world roam let prayer heard guid way today might tomorrow three year chang sinc held near road ive look everywher seen color hair today might tomorrow ill hobo son sure day whittl hour memori blade carv hand salli dear hope find today might tomorrow ,blues
blues.00032.txt,kati cellar door call go back clover sing soft low sing soft low littl one mother hold cri hear kati call name see die kati say love use feel walk old boneyard call name hand hand laid deed evil done evil mother son kati kati stay away could never quit gotta let sharpen razor pick piec ground one dark moonless night last around lover turn walk away follow close behind troubl pocket sorrow mind hand hand laid deed evil done evil mother son kati kati stay away could never quit gotta let sharpen razor pick piec ground one dark moonless night last around dark final come silenc wood would man lord said could god late night ha come troubl cold steel blade across neck suffer kati kati stay away could never quit gotta let sharpen razor pick piec ground one dark moonless night last around ,blues
blues.00033.txt,shed one tear broken famili glass whiskey anoth friend ha nowher get foot road feel much better gonna stop tri day year meant told love meant said goodby grab suitcas kid well find anoth place call home oh get itch dont know wander away grey come wrinkl arent far behind night think one lose mind mayb get right time mayb stay tonight caus dont want see come reach neck wander away broken promis shoebox full bone lie behind crow foot eye anyon better roam whatev happen fall wheel danc fiddl tune devil heel wander away knee wobbl back keep go tri sing like bird mumbl shout moan wake anoth damn day wish wa magic id make go away last night dream saw tri scream couldnt wander away ,blues
blues.00034.txt,come good time peopl ive got money spend tomorrow might monday never dollar friend plenti money good peopl friend would gather around soon pocket book wa empti friend earth could found last time saw littl woman good peopl wine glass hand she drink away troubl lowdown sorri man papa taught plenti good peopl mama taught dont quit lowdown rowdi way im gonna troubl door wrote woman letter good peopl told wa jail wrote back answer said honey im soon come go bail around old jail hous haunt good peopl forti dollar wont pay fine corn liquor surround bodi pretti woman ach mind wouldv listen mama good peopl wouldnt today drink shoot gambl home could stay dig hole dig hole meadow dig hole ground im dead buri pale face turn toward sun come see way done give corn bread im hungri good peopl corn whiski im dri pretti woman surround bodi bring heaven die ,blues
blues.00035.txt,basebal cap flannel arm danc voodoo doll sweat roll old guitar see thing way crook look lay brow besid wisecrack whiskey mouth tip bottl pour capman bootman lay horizont lean slip finger across bar whip high note frantic skip manic songwrit pulleddown rhyme leaveem hang halfway home surpris thing twice music boil rice capman bootman leav make sens behind zen bazooka buddha joe cornmeal guitar string hate fli land life sing got cap boot coat got box song wrote wonder hell find note capman bootman ,blues
blues.00036.txt,train left town wa stand corner head hang cri hey train carri girl away cri hey train carri girl away town ash ash dust dust show woman trust cri hey train carri girl away cri hey train carri girl away town wish lord train would wreck kill engin break fireman neck wish lord train would turn around bring girl back town cri hey train carri girl away cri hey train carri girl away town smokecloud rise head west go babi love best smokecloud fall sky oh girl wont tell train carri girl away town train left town ,blues
blues.00037.txt,piec lone piec mountainsid tumbl away back river bottom line pocket worri stone hundr year hand worn smooth long grandmoth night sit rock chair wait world oh could roll back year talk daddi dad fear im leav mayb might get light shine dusti old dri well hear bucket hit bottom rope come roll three hundr year ha time whenc came hadnt someon yet figur lower gun shoot middl claw stare eye hear bucket hit bottom rope come roll sit old rock chair wait world ,blues
blues.00038.txt,mani time thought fallen away waysid away grace heart torn asund leg buckl one promis one prayer believ thou gonna save offer one wayward sinner confus surround waver faith let go quiet may listen understand better weight cross believ thou gonna save hearken voic call morn kingdom merci life time mani time thought fallen away waysid heart fallen leg buckl one promis one prayer believ thou gonna save hearken voic call morn kingdom merci life time know hear prayer morn im sure answer gave continu step taken embrac life begin away believ thou gonna save ,blues
blues.00039.txt,sometim live countri sometim live town sometim grave notion jump river drown quit ramblin quit gamblin quit stay late night stay home wife famili sit back firesid light iren goodnight iren goodnight goodnight iren goodnight iren see dream ask mother said young said would never see face well wish wa never born goodnight iren goodnight iren goodnight goodnight iren goodnight iren see love iren god know im gonna love till sea run dri cant iren tonight might take morphin die yeah might take morphin die iren goodnight iren goodnight goodnight iren goodnight iren see dream see dream ,blues
blues.00040.txt,well im love struck babi must confess life without darlin solid mess thinkin bout babi give thrill gotta babi cant get fill love ya babi know still rememb let said way make feel take fool forget swore ton brick hit head littl babi aint yet everi time see ya make feel fine heart beatin crazi blood runnin wild lovin make feel like mighti mighti man love babi aint man im love struck babi yeah im love struck babi got love struck babi know spark start flyin everi time meet let tell babi knock foot kiss trip theyr doggon sweet dont know babi cant beat im love struck babi yeah im love struck babi got love struck babi know ,blues
blues.00041.txt,well youv heard love givin sight blind babi lovin caus sun shine she sweet littl thing she pride joy she sweet littl babi im littl lover boy yeah love babi heart soul love like wont never grow old she sweet littl thing she pride joy she sweet littl babi im littl lover boy yeah love babi she long lean mess youll see man get mean she sweet littl thing she pride joy she sweet littl babi im littl lover boy yeah love babi like finest wine stick end time she sweet littl thing she pride joy she sweet littl babi im littl lover boy yeah love babi heart soul love like wont never grow old she sweet littl thing she pride joy she sweet littl babi im littl lover boy ,blues
blues.00042.txt,well floodin texa telephon line well floodin texa telephon line ive tryin call babi lord cant get singl sound well dark cloud rollin man im standin rain well dark cloud rollin man im standin rain yeah flood water keep rollin man drive poor insan well im leavin babi lord im goin back home stay well im leavin babi lord im goin back home stay well back home know flood tornado babi sun shine everi day ,blues
blues.00043.txt,well tell mewhat world wrong said tell mewhat world wrong woke mornintroubl knockin door wonder what troublegreat big troubl door wonder what troublegreat big troubl door ye im goin macondont wanna id better forget itlet troubl pa id better forget itlet troubl pa ye wonder sometimehow long troubl gonna last said goodby goodby babi got go said goodby goodby babi got go aint hangin round hereworri troubl troubl knockintroubl knockin troubl knockintroubl knockin troubl knockinc ,blues
blues.00046.txt,mari littl lamb fleec wa white snow yeah everywher child went littl lamb wa sure go follow school one day broke teacher cool time day school tisket tasket babi green yellow basket sent letter babi way past ,blues
blues.00047.txt,true love goneha play fool true love goneha play fool im turnin tabl youv playin dirti pool said youd call shot darlin friend thought wa cool cool babi said youd call shot darlin friend thought wa cool yeah shot eightbal babi knew playin dirti pool say lifelif game give take say lifelif game give take im tellin one thing right littl babi wont one pay mistak ,blues
blues.00048.txt,well im sittin lone feelin oh blue babi tryin mistreat dont know im cryin feel way cant love babi cant live anoth day yeah ive love long time end way sittin lone tear keep fallin like rain im cryin feel way cant love babi cant live anoth day yeah know love babi ill anyth start fightin get old blue im cryin feel way cant love babi cant live anoth day yeah first met babi danc fine togeth yeah total wast time im cryin feel way cant love babi cant live anoth day well guess fault truth cannot hide ever get back dear ill stay right side wont cryin ill stay happi way ill lovin littl babi everi night everi day ,blues
blues.00074.txt,well straight line crow fli heaven earth make time cool drive head coast tast run gumbo dont know go let introduc king zydeco head leak like strainer sea come door strang sound jukejoint mile road believ hear sound rub board let introduc king zydeco yeahh move open lane roll buddi im insan wont feel like stranger youv found second home get tree music hit soul byeby big brother caus im go away wanna listen man call clifton chenier feel like statist feel shrinkwrap funtim babi youv long school head place near thibodaux let introduc king zydeco move semi buddi im insan never cant touch brake well stone throw bayou see sign shine like beacon right night air grace gotta catch show let introduc king zydeco ,blues
blues.00075.txt,oh well im sittin la la wait ya ya uh huh uh huh im sittin la la wait ya ya uh huh uh huh may sound funni dont believ she comin uh huh uh huh babi honey dont leav worri uh huh uh huh ye babi honey dont leav worri uh huh know love oh love uh huh uh huh im sittin la la wait ya ya uh huh uh huh im sittin la la wait ya ya uh huh uh huh may sound funni dont believ she comin uh huh uh huh babi honey dont leav worri uh huh uh huh ye babi honey dont leav worri uh huh know love oh love uh huh uh huh im sittin la la wait ya ya uh huh uh huh im sittin la la wait ya ya uh huh uh huh may sound funni dont believ she comin uh huh uh huh babi honey dont leav worri uh huh ye babi honey dont leav worri uh huh uh huh ,blues
blues.00076.txt,oh hey hey hey ha ha joli blond tu quitté tu quitté pour ten aller joli blond ho tite fill hey joli joli blond moi je laim hey joli tu quitté ha ya oh hey hey hey ha ha joli blond tu quitté tu quitté joli blond pour ten aller hey joli hey hey hey cooper ha ye yai oh hey hey hey ha ha joli blond tu quitté tu quitté tite fill pour ten aller wwwcajunlyricscom tu quitt pour ten aller joli blond hey joli blond joli oh moi je laim hey tite fill tu quitté wwwcajunlyricscom ha ye yai ,blues
blues.00077.txt,night like im glad came around hold tight heat coffe ground got much talk much reminisc sure feel right night like well night like glad your stay hold pretti miss say youll never go away stray run finger spine bring touch bliss sure feel right night like well night like cant get sleep air cold outsid snow deep build fire throw log listen hiss let burn burn burn burn night like get bodi next mine keep compani plenti room dont elbow let four wind blow around old cabin door im far think frost window glass new tender kiss sure feel right night like ,blues
blues.00078.txt,right right yeah right right yeah ran night got gal she countri gal come lovin know love honey mornin love late night come lovin yeah she mine mine hot tamal babi hot tamal babi hot tamal babi got gal she countri gal come lovin mine mine ,blues
blues.00080.txt,cant shut shut think back want give want give despair wash go mind race million direct turn your alon look around youll see answer right eye im hard open tri youll see true friend alway think back share time time good bad grow friendship ha form bond never endin turn your alon look around youll see answer right eye im hard open tri youll see true friend alway doubt good lookin life fair true friend alway ,blues
blues.00082.txt,got find way take back yesterday ever hope forget wont show place hide lone face know your go break heart let doe love got sad doe love got sad doe love got sad doe love got sad like moth flame like song without name ive never sinc met like bird wing ive got brand new song sing cant keep sing doe love got sad doe love got sad doe love got sad doe love got sad im begin see fool youv made might break law find stop run away ive got better game play know cant go live without doe love got sad doe love got sad doe love got sad doe love got sad ,blues
blues.00098.txt,im iceman babi aint cool ye im iceman ladi youll alway know im around left leona texa heat coolest place town gonna play old guitar mix fire ice ye im gonna play old guitar light fire ice sometim sound good might play twice im iceman babi call al pleas im iceman babi im hot ill probabl freez im gonna whip twister turn tornado breez ye im iceman babi ye im iceman peopl fixin fire ice im iceman ladi make hot chill right follow instruct ice last night ,blues
blues.00099.txt,playin mind babe alway accusin doin wrong say your playin mind woman your alway accusin doin wrong see your light babi cant see cant see nobodi home come motherinlaw thing everi day ever sinc marri babi tri drive away yeah your still accusin babi accusin doin wrong see light babi cant see cant see nobodi home go work gotta go work downtown get home littl late babi say im messin around your still accusin babi accusin doin wrong see light babi cant see cant see nobodi home ,blues
country.00000.txt,could win heart youd let heart id happi babi arm hold close noth world wont tri limit id make mine caus id climb right sky id take star arm babi id go captur moon that would hear say love hear say love could tast kiss there sweeter gift heaven could offer babi oh babi want one want one live give love id walk across world close caus want close yeah id climb right sky id take star arm babi id go captur moon that would hear say love hear say love rest life rest life love rest time oh babi babi say word ill give world noth wont babi id climb right sky id take star arm babi id go captur moon that would hear say love hear say love hear say love babi hear say love oh need hear say love babi hear say love say love say need hear say love ,country
country.00001.txt,tell rut deep rut habitu predict tell oughta oughta drive away fli away find way get away need break old old nothin new wanna go limb whim yeah that kind mood im let go somewher nowher weve heard hang sign disturb u get wake call three pm that kind mood im littl shake take chain rattl tri catch wind saddl fall love yeah that kind mood im tell want kiss want long kiss kind deep move ground thing use wanna danc littl dream littl babi live littl make heart rate elev bring degre get gone wind yeah that kind mood im let go somewher nowher weve heard hang sign disturb u get wake call three pm that kind mood im littl shake take chain rattl tri catch wind saddl fall love yeah that kind mood im hemispher chang atmospher get outta right let go somewher nowher weve heard hang sign disturb u get wake call three pm that kind mood im littl shake take chain rattl tri catch wind saddl fall love yeah that kind mood im yeah oh that kind mood im ,country
country.00003.txt,sometim late night lie awak watch sleep she lost peac dream turn light lay dark thought cross mind never wake morn would ever doubt way feel heart tomorrow never come know much love tri everi way show everi day she one time earth must face world without love gave past gonna enough last tomorrow never come caus ive lost love one life never knew much love live regret true feel never reveal made promis say day much mean avoid circumst second chanc tell feel tomorrow never come know much love tri everi way show everi day she one time earth must face world without love gave past gonna enough last tomorrow never come tell someon love your think tomorrow never come ,country
country.00004.txt,dont want stand ticket outbound plane caus ive somehow doesnt feel talk cheap could talk night long may never figur love went wrong dont want standin dont want talkin dont realli care blame caus love wont fli free gonna catch outbound plane old folk say love forev anymor young peopl walk away love alon pace floor young old say love still may walk away love youll fall head heel two lone heart aiport know neither care heart go love wont fli free gonna catch outbound plane hat crown your wearin halo turn upsid laughter share back lost found broken wing gonna leav stand ground ticket lone plane that flyin dont want standin dont want talkin dont realli care blame caus love wont fli free gonna catch outbound plane ,country
country.00005.txt,im lookin lover rev littl engin chevi fanci littl pickup truck got cool cadillac jacuzzi back im oh yeah caus im classi littl chassi ahuntin heart win oh want win speed limit go faster faster dont slow rev rev til engin blow win love win soul win heart yeah get win love make motor run win love yeah your number one oh im crazi littl ladi yeah kind cant slow oh need cylind raci littl run around town oh want win babe speed limit go faster faster dont slow rev rev til engin blow win love win soul win heart yeah get win love make motor run win love yeah your number one oh oh oh yeah want heartbreak harley full steam dream machin littl late night sexi long stretch limousin oh want win babe speed limit go faster faster dont slow rev rev til engin blow win love win soul win heart yeah get win love make motor run win love yeah your number one oh win love win love oh win love win love said win love win love babi win love said win love yeah win love win love ,country
country.00006.txt,realli want know come lot love hear music danc k13 favorit song play might chanc tonight she sippin white wine she friendli fun lovin time dont ask straight tequila night shell start thinkin she readi fight blame broken heart everi man sight straight tequila night glass chabli quarter chang mayb turn love life around wont need salt lime anymor shoot old memori rememb heart mend ever come back see dont ask straight tequila night shell start thinkin she readi fight blame broken heart everi man sight straight tequila night dont ask straight tequila night shell start thinkin she readi fight blame broken heart everi man sight straight tequila night dont ask straight tequila night shell start thinkin she readi fight blame broken heart everi man sight straight tequila night dont ask straight tequila night shell start thinkin she readi fight blame broken heart everi man sight straight tequila night ,country
country.00007.txt,big plan futur said id give whole world somehow tri makin good promis thought id much never could build castl even though your queen heart ive best intent start peopl think im loser caus seldom get thing right make feel like winner wrap arm tight pleas tell rememb matter much wrong best intent along id gave ring promis thing alway thought wed bestlaid plan slip right hand show love could read heart youd know without except wa best intent ask forgiv pray youll understand dont think take grant girl know lucki though deserv much better wont find devot true caus ive best intent girl ive best intent ye ive best intent love ,country
country.00008.txt,lover ever realli care ive reach youv alway im far away babi im scare never knew lone til rock strength need keep sane life lead im broken heart bleed never knew lone til never knew lone could blue never knew lone could tear two never love someon like love never knew lone til cant make time ive gone ill prove love word song back arm girl belong never knew lone til never knew lone could blue never knew lone could tear two never love someon like love never knew lone til ,country
country.00009.txt,traffic jam commut line monthli quota daili grind hurri time pressur theyr push shove theyr live edg meanwhil back ranch sit front porch swing blanch world run avalanch meanwhil back ranch big comput blink y2k stink bring citi brink thing got line fish caught suppertim well let tell peac mind last frontier theyr push shove theyr live edg meanwhil back ranch sit front porch swing blanch world run avalanch meanwhil back ranch crawl like ant upon ground oh go home hear call sky fall meanwhil back ranch sit front porch swing blanch world run avalanch ,country
country.00010.txt,cant stop love ive made mind live memori old lonesom time cant stop want useless say ill live life dream yesterdaythos happi hour knew though long ago still make blue say time heel broken heart time ha stood still sinc weve aparti cant stop love cant stop love ,country
country.00011.txt,first scene wa church altar claim tear joy cri friend wish u luck forev walk church side side next scene wa crowd courtroom like stranger sat side side heard judg make decis longer man wife hate sight courtroom manmad law push god law asid clerk wrote stori record church courtroom goodby walk courtroom togeth shook hand cri wa end stori church courtroom goodby ,country
